id,app_name,genre,rating,reviews,cost_label,rate_5_pc,rate_4_pc,rate_3_pc,rate_2_pc,rate_1_pc,updated,size,installs,current_version,requires_android,content_rating,in_app_products,offered_by
112,"GO Keyboard - Cute Emojis, Themes and GIFs",Tools,4.5,"4,751,521 total",Install,76.9231,11.5385,6.15385,1.53846,3.84615,"January 20, 2020",36M,"100,000,000+",3.60,4.1 and up,Rated for 3+,"₫21,000 - ₫2,300,000 per item",Best Free Video Editor & Video Maker Dev
113,"iClean - Booster, Super Virus Cleaner, Master",Productivity,4.6,"120,043 total",Install,84.0336,5.88235,3.36134,0.8403360000000001,5.88235,"April 17, 2020",15M,"10,000,000+",1.5.2,4.4 and up,Rated for 3+,"₫46,000 - ₫248,000 per item",Super Speed.
114,Road Race 3D,Casual,3.8,"9,541 total",Install,54.6448,12.5683,9.83607,7.65027,15.3005,"April 10, 2020",Varies with device,"5,000,000+",Varies with device,Varies with device,Rated for 3+,"₫69,000 per item",tastypill
115,Pull the Pin,Puzzle,3.5,"96,716 total",Install,44.0529,12.7753,11.8943,8.37004,22.9075,"April 1, 2020",33M,"10,000,000+",0.26.1,5.1 and up,Rated for 3+,"₫87,000 per item",Popcore Games
116,EZMatch : The Dating App,Dating,4.9,"1,203 total",Install,100.0,0.0,0.0,0.0,0.0,"April 16, 2020",16M,"5,000+",0.4.0,4.4W and up,Rated for 18+,"₫22,000 - ₫1,900,000 per item",EZMatch Dating Global Services Co Ltd
117,BIGO LIVE Lite – Live Stream,Social,4.3,"64,572 total",Install,72.9927,8.75912,5.10949,2.91971,10.219,"April 16, 2020",8.2M,"10,000,000+",1.5.1,4.4 and up,Rated for 12+,"₫24,112 - ₫2,160,522 per item",BIGO TECHNOLOGY PTE. LTD.
118,ThaiLovely — Thai Dating App,Social,4.1,"4,491 total",Install,66.6667,8.66667,8.0,4.0,12.6667,"March 24, 2020",9.7M,"100,000+",3.1.21,4.2 and up,Rated for 18+,"₫473,000 - ₫4,250,000 per item",Hiroshi Horie
119,MeetEZ - Chat and find your love,Dating,4.0,"10,750 total",Install,65.7895,8.55263,6.57895,3.2894699999999997,15.7895,"April 14, 2020",7.6M,"1,000,000+",1.33.12,4.0.3 and up,Rated for 18+,"₫46,000 - ₫1,700,000 per item",Mobile Dating Dev
120,Star Shooter Pro,Puzzle,,,"₫6,000 Buy",,,,,,"January 1, 2020",7.6M,50+,1.0.0,4.4 and up,Rated for 3+,,IA App Development Team
121,MonChats - Meet new people with voice!,Dating,4.2,"9,255 total",Install,70.922,8.510639999999999,4.255319999999999,2.83688,13.4752,"April 18, 2020",33M,"500,000+",1.2.4018,5.0 and up,Rated for 18+,"₫23,000 - ₫2,350,000 per item",Omni Synth
122,MEEFF - Make Global Friends,Social,4.0,"41,336 total",Install,58.1395,14.5349,10.4651,5.232559999999999,11.6279,"April 17, 2020",16M,"1,000,000+",3.2.6,4.1 and up,Rated for 18+,"₫49,000 - ₫1,850,000 per item",malang
123,速約 - �?費約會交�?�App,Dating,4.4,"4,509 total",Install,83.3333,0.0,1.66667,0.833333,14.1667,"March 5, 2020",23M,"100,000+",1.14,4.0.3 and up,Rated for 18+,"₫408,000 - ₫1,400,000 per item",SpeedyLoving
124,The League,Dating,2.4,"3,644 total",Install,29.0698,4.65116,4.06977,4.06977,58.1395,"April 18, 2020",16M,"100,000+",1.17.693,4.4 and up,Rated for 18+,"₫23,000 - ₫9,000,000 per item","The League App, Inc"
125,八字排盤-八字算命�?� 姓�??測�?年風水好�?�,Books & Reference,4.8,"60,045 total",Install,90.9091,6.36364,1.81818,0.0,0.909091,"April 7, 2020",16M,"500,000+",4.3.7,4.1 and up,Rated for 3+,"₫40,787 - ₫1,150,000 per item",�?�機命�?�館
126,文墨天机�?紫微斗数,Lifestyle,4.8,"1,471 total",Install,90.9091,5.45455,2.72727,0.909091,0.0,"April 19, 2020",20M,"100,000+",0.9.282,4.4 and up,Rated for 3+,,文墨天機
127,Horror Hunt: Until Daylight,Action,3.5,"5,173 total",Install,44.4444,12.0,12.4444,9.77778,21.3333,"March 11, 2020",39M,"500,000+",0.181,4.4 and up,Rated for 12+,"₫54,000 - ₫545,000 per item",Azur Interactive Games Limited
128,Invitation Card Maker Free by Greetings Island,Events,4.6,"40,274 total",Install,80.6452,12.9032,2.41935,0.8064520000000001,3.22581,"February 24, 2020",27M,"5,000,000+",1.1.40,4.4 and up,Rated for 3+,,Greetings Island
129,斗數妙算 2021-紫微斗數 (無廣告_專業版),Lifestyle,4.6,115 total,"₫390,000 Buy",77.5194,12.4031,6.9767399999999995,2.32558,0.7751939999999999,"April 17, 2020",6.3M,"1,000+",2.136,5.0 and up,Rated for 12+,,Shih Chang
130,Video App for VK,Video Players & Editors,4.5,"2,520 total",Install,74.6269,16.4179,2.98507,0.0,5.97015,"April 10, 2020",7.5M,"100,000+",1.8.5,4.1 and up,Rated for 12+,"₫23,000 - ₫115,000 per item",XJIOP
131,SG TOTO 4D SWEEP,Finance,4.7,"16,339 total",Install,81.9672,12.2951,3.27869,0.819672,1.6393400000000002,"August 1, 2019",16M,"500,000+",4.8,4.0 and up,Rated for 3+,,nctam
132,Street Racing 3D,Racing,4.3,"1,025,033 total",Install,70.4225,13.3803,6.338030000000001,2.11268,7.74648,"April 17, 2020",83M,"100,000,000+",5.8.0,4.1 and up,Rated for 3+,"₫22,000 - ₫2,250,000 per item",Ivy
133,Dynamons 2 by Kizi,Role Playing,4.4,"86,795 total",Install,75.7576,9.090910000000001,4.54545,2.27273,8.33333,"May 2, 2018",25M,"5,000,000+",1.2.2,2.3 and up,Rated for 7+,"₫71,000 - ₫554,000 per item",Kizi Games
134,Words Episode,Word,3.7,"22,577 total",Install,57.8035,8.09249,7.51445,5.78035,20.8092,"April 16, 2020",7.3M,"5,000,000+",2.4,4.0 and up,Rated for 3+,"₫22,000 - ₫1,150,000 per item",Words Mobile
135,2048,,4.2,"20,801 total",Install,60.9756,17.6829,9.7561,3.6585400000000003,7.926830000000001,"April 7, 2020",Varies with device,"5,000,000+",Varies with device,Varies with device,Rated for 3+,"₫70,000 per item",R. Apps
136,Kids Educational Puzzles Free (Preschool),,4.0,"1,900 total",Install,64.9351,11.039000000000001,5.1948099999999995,3.24675,15.5844,"November 30, 2019",85M,"1,000,000+",1.3.3,4.0 and up,Rated for 3+,"₫73,000 per item",kideo (formarly forqan smart tech)
137,Bubble Frenzy Mania,Adventure,4.4,621 total,Install,62.8931,23.8994,6.918239999999999,2.51572,3.7735800000000004,"December 22, 2016",30M,"100,000+",0.140,2.3 and up,Rated for 3+,,THT Studio
138,Candy 2020,,4.5,"7,309 total",Install,75.188,10.5263,6.76692,2.25564,5.26316,"December 30, 2019",24M,"1,000,000+",0.1,4.1 and up,Rated for 3+,"₫23,000 - ₫470,000 per item",Aspley Studio
139,Anti Terrorist Squad Shooting (ATSS),Adventure,4.3,"18,313 total",Install,71.4286,10.7143,7.142860000000001,3.5714300000000003,7.142860000000001,"April 19, 2020",46M,"1,000,000+",0.4.6,4.4 and up,Rated for 12+,"₫23,000 - ₫116,000 per item",Techouse Games
140,Idle Gun Tycoon,Casual,4.0,"57,739 total",Install,62.8931,11.3208,7.5471699999999995,3.7735800000000004,14.4654,"March 13, 2020",43M,"10,000,000+",1.3.7.1008,5.0 and up,Rated for 3+,"₫23,000 - ₫928,000 per item",Machbird Studio
141,Cut the Rope GOLD,Puzzle,4.8,"70,742 total","₫20,000 Buy",87.7193,9.64912,1.7543900000000001,0.0,0.877193,"June 19, 2018",43M,"1,000,000+",3.7.0,4.1 and up,Rated for 3+,"₫21,000 - ₫652,555 per item",ZeptoLab
142,Flight Sim 2018,Simulation,4.0,"93,437 total",Install,62.5,13.125,6.875,3.75,13.75,"March 30, 2020",39M,"5,000,000+",3.1.1,4.1 and up,Rated for 3+,"₫68,000 - ₫1,150,000 per item",Ovidiu Pop
143,Stormfall: Rise of Balur,Strategy,4.2,"294,816 total",Install,66.2252,13.9073,6.62252,2.6490099999999996,10.595999999999998,"March 6, 2020",Varies with device,"10,000,000+",2.09.0,4.1 and up,Rated for 7+,"₫22,000 - ₫6,300,000 per item",Plarium Global Ltd
144,FIFA Soccer,Sports,3.9,"6,396,047 total",Install,59.8802,10.7784,5.98802,3.59281,19.7605,"April 14, 2020",80M,"100,000,000+",13.1.07,Varies with device,Rated for 3+,"₫22,000 - ₫2,199,000 per item",ELECTRONIC ARTS
145,Racing Xtreme 2: Top Monster Truck & Offroad Fun,Racing,4.6,"149,774 total",Install,85.4701,5.9829099999999995,3.4188,0.854701,4.2735,"September 18, 2019",Varies with device,"10,000,000+",1.10.0,4.1 and up,Rated for 3+,"₫67,000 - ₫2,300,000 per item",T-Bull
146,Realm Defense: Epic Tower Defense Strategy Game,Strategy,4.6,"397,205 total",Install,79.3651,12.6984,3.1746,0.793651,3.96825,"April 13, 2020",92M,"5,000,000+",2.5.6,4.1 and up,Rated for 7+,"₫23,000 - ₫2,300,000 per item",Babeltime US
147,Block City Wars: Pixel Shooter with Battle Royale,Simulation,4.1,"939,502 total",Install,67.1141,10.7383,6.04027,3.3557,12.7517,"November 6, 2019",52M,"10,000,000+",7.1.5,4.1 and up,Rated for 7+,"₫23,000 - ₫2,350,000 per item",D-Games Apps
148,Protect & Defense: Tower Zone,Strategy,4.5,"12,308 total",Install,67.5676,20.9459,8.10811,1.35135,2.02703,"April 4, 2020",41M,"100,000+",1.3.3,5.0 and up,Rated for 7+,"₫22,000 - ₫2,300,000 per item",Tibetan Liss
149,Pushdom - Jewel Blast,Puzzle,4.5,"3,469 total",Install,75.7576,11.3636,6.06061,2.27273,4.54545,"July 27, 2019",24M,"500,000+",7.0,4.0.3 and up,Rated for 3+,,hua weiwei
150,Ball Pipes,Puzzle,3.3,"2,582 total",Install,40.1606,12.4498,11.6466,11.245,24.498,"April 17, 2020",30M,"1,000,000+",0.14.1,5.1 and up,Rated for 3+,"₫86,000 per item",Popcore Games
151,Bubble Shooter 2,Arcade,4.2,"90,270 total",Install,66.2252,11.9205,7.28477,3.31126,11.2583,"April 16, 2020",23M,"10,000,000+",8.8,4.1 and up,Rated for 3+,"₫23,000 - ₫2,400,000 per item",Bubble Shooter Artworks
152,O cá Bắn cá rồng ban ca giai tri doi thuong,Action,4.6,"6,804 total",Install,85.4701,5.9829099999999995,2.5641,0.854701,5.12821,"October 13, 2019",54M,"100,000+",1.0,4.4 and up,Rated for 12+,"₫6,000 - ₫100,000 per item",Thoa PT
153,Sudoku.com - Free Sudoku Puzzles,Puzzle,4.6,"1,352,888 total",Install,72.4638,21.0145,4.34783,0.724638,1.44928,"April 17, 2020",20M,"10,000,000+",2.6.0,4.4 and up,Rated for 3+,"₫62,000 - ₫65,000 per item",Easybrain
154,Super Slash - Make Money Free,Arcade,4.1,"2,065 total",Install,66.2252,11.2583,6.62252,3.9735099999999997,11.9205,"November 11, 2019",60M,"100,000+",1.2.8,4.1 and up,Rated for 3+,,WINR Games Inc
155,Artrix Poker,Card,4.3,"57,215 total",Install,74.0741,8.88889,3.7037,1.48148,11.8519,"April 3, 2020",73M,"1,000,000+",9.0.203,4.1 and up,Rated for 12+,"₫23,000 - ₫4,750,000 per item",Artrix Limited
156,Richest Slots Casino-Free Macau Jackpot Slots,Casino,4.6,"8,563 total",Install,87.7193,1.7543900000000001,2.63158,0.0,7.89474,"April 16, 2020",95M,"100,000+",1.0.30,4.1 and up,Rated for 12+,"₫45,000 - ₫2,350,000 per item",TRIWIN
157,�?パ�?スロ】スーパーブラックジャック2,Casino,,,"₫350,000 Buy",,,,,,"February 2, 2017",30M,"10,000+",1.0.6,2.3.3 and up,Rated for 12+,,NET CORPORATION
158,Decurse – A New Magic Farming Game,Casual,4.4,"33,569 total",Install,70.4225,15.493,7.04225,2.11268,4.9295800000000005,"April 8, 2020",66M,"1,000,000+",1.15.262,4.4 and up,Rated for 3+,"₫10,000 - ₫780,000 per item",Big Fish Games
159,Ngôi Sao Hoàng Cung 360mobi,Role Playing,4.1,"30,052 total",Install,61.7284,13.5802,8.02469,3.7037,12.963,"July 3, 2019",20M,"1,000,000+",1.0.8,4.0.3 and up,Rated for 12+,"₫45,000 - ₫2,199,000 per item",VNG Game Publishing
160,Linh Kiếm Cửu Thiên,Role Playing,4.6,"47,615 total",Install,82.6446,9.090910000000001,3.30579,0.8264459999999999,4.13223,"December 17, 2019",19M,"100,000+",1.0.0.7,4.0.3 and up,Rated for 12+,"₫45,000 - ₫1,800,000 per item",VGPJSC
161,Nhất Kiếm Giang Hồ - Ngạo Thế Võ Lâm,Role Playing,4.0,"27,411 total",Install,67.5676,8.10811,4.72973,2.7027,16.8919,"April 6, 2020",44M,"1,000,000+",1.4.40,6.0 and up,Rated for 7+,"₫24,000 - ₫2,400,000 per item",Funtap.vn
162,Power Spider 2,Action,3.9,"22,185 total",Install,59.8802,10.7784,5.98802,5.38922,17.9641,"April 10, 2020",84M,"5,000,000+",8.7,4.4 and up,Rated for 16+,"₫23,000 - ₫907,000 per item",Darkheart
163,Tower Defense Heroes 2,Arcade,4.1,"6,552 total",Install,59.1716,14.2012,11.2426,4.73373,10.6509,"October 22, 2016",90M,"100,000+",1.1,2.3 and up,Rated for 7+,,Cube Software
164,Lander expedition,,4.7,46 total,Install,85.4701,8.54701,1.7094,0.0,4.2735,"March 30, 2020",30M,"1,000+",1.42,4.1 and up,Rated for 3+,"₫22,000 - ₫322,000 per item",Frank Stolzer
165,Blitz Brigade - Online FPS fun,Action,4.0,"1,595,284 total",Install,64.5161,9.03226,5.80645,3.22581,17.4194,"April 10, 2020",50M,"10,000,000+",3.6.0g,4.1 and up,Rated for 7+,"₫6,000 - ₫2,199,000 per item",Gameloft SE
166,Jungle Adventures,Adventure,4.2,"140,449 total",Install,71.9424,7.91367,5.7554,3.59712,10.7914,"April 4, 2020",20M,"10,000,000+",33.20.3.1.5,4.1 and up,Rated for 3+,"₫21,000 - ₫1,150,000 per item",Rendered Ideas
167,مؤشرات الأداء,Business,,,Install,,,,,,"December 19, 2018",6.1M,100+,2.6,4.3 and up,Rated for 3+,,Tatweer for educational services
168,Achieve3000,,3.0,554 total,Install,43.6681,5.67686,2.6200900000000003,5.67686,42.3581,"March 25, 2020",9.0M,"50,000+",4.2.0,4.1 and up,Rated for 3+,,Achieve3000 Inc.
169,Võ Hồn Chiến,Role Playing,3.9,"5,108 total",Install,64.1026,7.692310000000001,3.20513,3.84615,21.1538,"January 7, 2020",96M,"100,000+",1.0.5,4.4 and up,Rated for 3+,"₫22,000 - ₫1,100,000 per item",NPH VTC Mobile
170,GoNoodle - Kids Videos,,4.1,"7,289 total",Install,71.9424,5.7554,3.59712,2.8777,15.8273,"April 8, 2020",14M,"1,000,000+",1.33.0,5.0 and up,Rated for 3+,,GoNoodle
171,How To Draw Cartoon,,4.0,"5,670 total",Install,64.1026,10.8974,3.20513,4.48718,17.3077,"March 31, 2020",10.0M,"1,000,000+",1.0.19,4.1 and up,Rated for 3+,"₫45,000 per item",Creative APPS
172,Alchemy Classic HD,,4.7,"189,330 total",Install,85.4701,7.692310000000001,3.4188,0.854701,2.5641,"April 24, 2019",Varies with device,"1,000,000+",Varies with device,Varies with device,Rated for 3+,"₫46,000 - ₫465,000 per item",NIAsoft
173,Talking Gummy Free Bear Games for kids,,3.7,"36,256 total",Install,58.1395,6.9767399999999995,6.39535,4.65116,23.8372,"April 14, 2020",46M,"10,000,000+",3.2.0,4.1 and up,Rated for 3+,"₫24,401 per item",Talking Games - Free Games for Kids
174,Princess Salon: Frozen Party,,3.9,"92,425 total",Install,63.2911,7.594939999999999,6.32911,4.43038,18.3544,"February 26, 2020",95M,"10,000,000+",1.1.3,4.2 and up,Rated for 3+,"₫21,734 - ₫239,000 per item",Libii
175,My Town : Dance School. Girls Pretend Dress Up Fun,,4.0,"12,988 total",Install,65.3595,8.49673,5.88235,5.22876,15.0327,"March 31, 2020",54M,"1,000,000+",1.19,4.1 and up,Rated for 3+,"₫23,000 - ₫160,000 per item",My Town Games Ltd
176,Oliver the Virtual Cat,,4.3,"40,970 total",Install,73.5294,8.82353,4.41176,2.20588,11.0294,"March 1, 2020",44M,"5,000,000+",1.36,4.0 and up,Rated for 3+,,Frojo Apps
177,Human Resource Machine,,4.5,"1,928 total","₫117,000 Buy",77.5194,11.6279,4.65116,1.55039,4.65116,"May 22, 2019",99M,"50,000+",1.0.4,4.1 and up,Rated for 3+,,Tomorrow Corporation
178,Only 3 Words,,4.6,565 total,Install,75.188,16.5414,3.7594,0.0,4.51128,"August 20, 2019",14M,"10,000+",1.0.17,4.1 and up,Rated for 3+,"₫50,000 - ₫919,000 per item","Blue Boat Co., Ltd."
179,King of Math Junior,,4.2,829 total,"₫58,000 Buy",64.9351,14.9351,8.44156,0.0,11.6883,"August 22, 2019",22M,"50,000+",1.0.8,4.0 and up,Rated for 3+,,Oddrobo Software AB
180,Kids Educational Games: Preschool and Kindergarten,,4.3,"2,708 total",Install,61.7284,21.6049,7.4074100000000005,1.85185,7.4074100000000005,"January 18, 2020",57M,"1,000,000+",2.6.0,4.0 and up,Rated for 3+,"₫54,000 per item",Shubi
181,Crayola Fashion Superstar,,3.6,597 total,Install,54.9451,6.59341,6.59341,6.59341,25.2747,"March 26, 2018",43M,"50,000+",2.1.5,4.4 and up,Rated for 3+,"₫136,000 per item",Crayola LLC
182,My Smooshy Mushy - Cute Pets,,4.1,"3,445 total",Install,66.2252,10.595999999999998,5.96026,1.9867599999999999,15.2318,"November 26, 2019",31M,"100,000+",1.29,5.0 and up,Rated for 3+,"₫23,000 - ₫1,200,000 per item",WarDucks Ltd
183,TRT Çocuk Akıllı Tavşan,,3.7,123 total,Install,63.2911,1.2658200000000002,5.6962,0.632911,29.1139,"January 5, 2020",33M,"100,000+",1.0,4.1 and up,Rated for 3+,,Türkiye Radyo ve Televizyon Kurumu
184,Death Squared,,3.6,440 total,"₫15,000 Buy",54.9451,7.692310000000001,6.59341,3.84615,26.9231,"August 28, 2019",Varies with device,"10,000+",1.2.1,4.1 and up,Rated for 3+,,SMG Studio
185,League of Masters: Legend PvP MOBA,Strategy,3.6,"71,247 total",Install,50.7614,9.64467,9.64467,5.0761400000000005,24.8731,"March 9, 2020",97M,"1,000,000+",1.35,4.4 and up,Rated for 12+,"₫20,000 - ₫1,962,081 per item",Lunosoft
186,Evil Lands: Online Action RPG,Role Playing,4.4,"130,193 total",Install,65.7895,20.3947,7.236839999999999,1.9736799999999999,4.6052599999999995,"March 9, 2020",74M,"1,000,000+",1.4.0,5.0 and up,Rated for 12+,"₫24,000 - ₫2,450,000 per item",Rage Quit Games LLC
187,Light of Thel: Glory of Cepheus,Role Playing,3.4,"25,904 total",Install,46.9484,10.7981,8.92019,5.6338,27.6995,"April 3, 2020",100M,"1,000,000+",0.13.423,4.4 and up,Rated for 3+,"₫22,000 - ₫2,199,000 per item",YOUZU(SINGAPORE)PTE.LTD.
188,Crash of Cars,Racing,4.2,"376,811 total",Install,67.5676,12.1622,6.08108,3.3783800000000004,10.8108,"April 15, 2020",53M,"10,000,000+",1.4.01,4.1 and up,Rated for 3+,"₫24,000 - ₫472,000 per item",Not Doppler
189,Race.io,Racing,4.3,"184,104 total",Install,70.4225,9.85915,6.338030000000001,2.8169,10.5634,"April 15, 2020",55M,"10,000,000+",392,4.1 and up,Rated for 3+,"₫17,000 - ₫2,250,000 per item",Vive
190,Sonic the Hedgehog Amino,Social,4.6,"2,355 total",Install,85.4701,4.2735,2.5641,0.854701,6.837610000000001,"December 13, 2019",102M,"100,000+",2.7.32310,4.1 and up,Rated for 12+,,Amino Apps
191,Tennis World Open 2020: Free Ultimate Sports Games,Sports,3.9,"12,606 total",Install,59.1716,11.8343,7.692310000000001,4.73373,16.567999999999998,"April 6, 2020",48M,"1,000,000+",1.0.36,4.2 and up,Rated for 3+,"₫24,999 - ₫507,000 per item",INLOGIC SPORTS - football tennis soccer
192,Dinosaurs Are People Too,Casual,4.3,"22,756 total",Install,66.2252,15.894,7.947019999999999,3.31126,6.62252,"April 7, 2020",69M,"1,000,000+",16,5.0 and up,Rated for 3+,"₫93,000 - ₫2,350,000 per item",Pomelo Games
193,Live 4D Malaysia,Lifestyle,4.4,"7,486 total",Install,73.5294,11.7647,8.088230000000001,2.20588,4.41176,"January 20, 2020",2.6M,"1,000,000+",5.4.2,4.1 and up,Rated for 3+,"₫33,146 - ₫499,518 per item",Live4D
194,K keyboard - Myanmar,Tools,4.7,"5,099 total",Install,88.4956,6.1946900000000005,2.6548700000000003,0.884956,1.7699099999999999,"March 27, 2020",19M,"100,000+",1.2.1,5.0 and up,Rated for 3+,,Kyaw Su Thwe
195,BRED,Finance,4.2,"22,536 total",Install,52.0833,32.2917,9.375,2.08333,4.16667,"April 2, 2020",Varies with device,"500,000+",Varies with device,Varies with device,Rated for 3+,,Bred
196,Rainews,News & Magazines,3.7,"4,948 total",Install,47.8469,20.5742,7.6555,7.6555,16.2679,"September 9, 2019",15M,"500,000+",1.19,4.0 and up,Rated for 3+,,RAI Radiotelevisione Italiana S.p.A.
197,RaiPlay per Android TV,Entertainment,2.5,61 total,Install,19.6721,11.4754,9.83607,18.0328,40.9836,"March 30, 2020",8.7M,"100,000+",3.0.12,5.0 and up,Rated for 3+,,RAI Radiotelevisione Italiana S.p.A.
198,TV Time - Track Shows & Movies,Entertainment,4.3,"387,367 total",Install,65.7895,17.7632,4.6052599999999995,2.63158,9.21053,"April 19, 2020",20M,"5,000,000+",8.9.0-2020040203,5.0 and up,Rated for 12+,,Toze Labs
199,"Eros Now - Watch online movies, Music & Originals",Entertainment,3.6,"112,854 total",Install,52.6316,10.0,6.842110000000001,3.15789,27.3684,"March 26, 2020",34M,"10,000,000+",4.3.12,4.4 and up,Rated for 12+,"₫32,000 - ₫1,100,000 per item",Eros Digital FZ LLC
200,HTVC,Entertainment,3.5,"6,296 total",Install,52.9101,7.93651,4.2328,3.7037,31.2169,"April 16, 2020",12M,"1,000,000+",5.26,4.2 and up,Rated for 3+,,HTV TECHNOLOGY & MEDIA SERVICES
201,Penguin Isle,Simulation,4.3,"177,159 total",Install,68.4931,14.3836,7.53425,3.42466,6.16438,"April 11, 2020",70M,"10,000,000+",1.20,4.1 and up,Rated for 3+,"₫17,000 - ₫2,350,000 per item",Habby
202,WWE SuperCard – Multiplayer Card Battle Game,Sports,4.4,"581,914 total",Install,74.6269,10.4478,4.477609999999999,2.23881,8.20895,"April 14, 2020",94M,"10,000,000+",4.5.0.4872049,4.1 and up,Rated for 12+,"₫47,000 - ₫2,350,000 per item","2K, Inc."
203,BMX FE3D 2 - Freestyle Extreme 3D,Sports,4.1,"10,956 total",Install,66.6667,10.6667,6.0,4.0,12.6667,"April 20, 2020",82M,"1,000,000+",1.23,4.1 and up,Rated for 3+,"₫35,000 - ₫245,000 per item",EnJen Games
204,Golden Boot,Sports,4.2,"8,075 total",Install,64.5161,15.4839,8.3871,2.58065,9.03226,"February 12, 2020",45M,"1,000,000+",2.1.6,4.1 and up,Rated for 3+,"₫22,000 - ₫2,199,000 per item",Nordeus
205,World Basketball King,Sports,4.1,"17,691 total",Install,62.5,15.625,8.75,3.125,10.0,"December 5, 2019",44M,"5,000,000+",1.2.2,4.1 and up,Rated for 3+,"₫44,000 - ₫2,200,000 per item",mobirix
